Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Maize,42007,241.0,75.0,11.25
Potatoes,165000,241.0,75.0,11.25
Wheat,32024,241.0,75.0,11.25
Maize,32007,241.0,71.0,11.53
Potatoes,118033,241.0,71.0,11.53
Wheat,27984,241.0,71.0,11.53
Maize,51775,241.0,82.0,12.87
Potatoes,149004,241.0,82.0,12.87
Wheat,34357,241.0,82.0,12.87
Maize,11598,346.0,9364.0,18.17
Maize,11598,346.0,9364.0,18.29
Potatoes,171851,346.0,9364.0,18.17
Potatoes,171851,346.0,9364.0,18.29
"Rice, paddy",41750,346.0,9364.0,18.17
"Rice, paddy",41750,346.0,9364.0,18.29
Sorghum,5496,346.0,9364.0,18.17
Sorghum,5496,346.0,9364.0,18.29
Soybeans,16181,346.0,9364.0,18.17
Soybeans,16181,346.0,9364.0,18.29
Sweet potatoes,155421,346.0,9364.0,18.17
Sweet potatoes,155421,346.0,9364.0,18.29
Wheat,13290,346.0,9364.0,18.17
Wheat,13290,346.0,9364.0,18.29
Maize,8700,346.0,9771.14,17.25
Maize,8700,346.0,9771.14,17.47
Potatoes,171948,346.0,9771.14,17.25
Potatoes,171948,346.0,9771.14,17.47
"Rice, paddy",38406,346.0,9771.14,17.25
"Rice, paddy",38406,346.0,9771.14,17.47
Sorghum,4712,346.0,9771.14,17.25
Sorghum,4712,346.0,9771.14,17.47
Soybeans,14178,346.0,9771.14,17.25
Soybeans,14178,346.0,9771.14,17.47
Sweet potatoes,156000,346.0,9771.14,17.25
Sweet potatoes,156000,346.0,9771.14,17.47
Wheat,18699,346.0,9771.14,17.25
Wheat,18699,346.0,9771.14,17.47
Maize,4753,346.0,10178.29,17.38
Maize,4753,346.0,10178.29,17.56
Potatoes,151411,346.0,10178.29,17.38
Potatoes,151411,346.0,10178.29,17.56
"Rice, paddy",30694,346.0,10178.29,17.38
"Rice, paddy",30694,346.0,10178.29,17.56
Sorghum,5558,346.0,10178.29,17.38
Sorghum,5558,346.0,10178.29,17.56
Soybeans,11944,346.0,10178.29,17.38
Soybeans,11944,346.0,10178.29,17.56
Sweet potatoes,155000,346.0,10178.29,17.38
Sweet potatoes,155000,346.0,10178.29,17.56
Wheat,7011,346.0,10178.29,17.38
Wheat,7011,346.0,10178.29,17.56
Maize,2065,346.0,10585.43,16.94
Maize,2065,346.0,10585.43,17.11
Potatoes,156153,346.0,10585.43,16.94
Potatoes,156153,346.0,10585.43,17.11
"Rice, paddy",50000,346.0,10585.43,16.94
"Rice, paddy",50000,346.0,10585.43,17.11
Sorghum,7545,346.0,10585.43,16.94
Sorghum,7545,346.0,10585.43,17.11
Soybeans,10000,346.0,10585.43,16.94
Soybeans,10000,346.0,10585.43,17.11
Sweet potatoes,150000,346.0,10585.43,16.94
Sweet potatoes,150000,346.0,10585.43,17.11
Wheat,6808,346.0,10585.43,16.94
Wheat,6808,346.0,10585.43,17.11
Maize,6261,346.0,10992.57,17.88
Maize,6261,346.0,10992.57,17.98
Potatoes,176522,346.0,10992.57,17.88
Potatoes,176522,346.0,10992.57,17.98
"Rice, paddy",65000,346.0,10992.57,17.88
"Rice, paddy",65000,346.0,10992.57,17.98
Sorghum,4719,346.0,10992.57,17.88
Sorghum,4719,346.0,10992.57,17.98
Soybeans,13755,346.0,10992.57,17.88
Soybeans,13755,346.0,10992.57,17.98
Sweet potatoes,154663,346.0,10992.57,17.88
Sweet potatoes,154663,346.0,10992.57,17.98
Wheat,18111,346.0,10992.57,17.88
Wheat,18111,346.0,10992.57,17.98
Maize,1303,346.0,11399.71,18.56
Maize,1303,346.0,11399.71,18.72
Potatoes,166304,346.0,11399.71,18.56
Potatoes,166304,346.0,11399.71,18.72
"Rice, paddy",49571,346.0,11399.71,18.56
"Rice, paddy",49571,346.0,11399.71,18.72
Sorghum,866,346.0,11399.71,18.56
Sorghum,866,346.0,11399.71,18.72
Soybeans,13367,346.0,11399.71,18.56
Soybeans,13367,346.0,11399.71,18.72
Sweet potatoes,156909,346.0,11399.71,18.56
Sweet potatoes,156909,346.0,11399.71,18.72
Wheat,5543,346.0,11399.71,18.56
Wheat,5543,346.0,11399.71,18.72
Maize,9274,346.0,11806.86,17.75
Maize,9274,346.0,11806.86,17.97
Potatoes,190473,346.0,11806.86,17.75
Potatoes,190473,346.0,11806.86,17.97
"Rice, paddy",58000,346.0,11806.86,17.75
"Rice, paddy",58000,346.0,11806.86,17.97
Sorghum,6055,346.0,11806.86,17.75
Sorghum,6055,346.0,11806.86,17.97
Soybeans,24600,346.0,11806.86,17.75
Soybeans,24600,346.0,11806.86,17.97
Sweet potatoes,163636,346.0,11806.86,17.75
Sweet potatoes,163636,346.0,11806.86,17.97
Wheat,18415,346.0,11806.86,17.75
Wheat,18415,346.0,11806.86,17.97
Maize,10984,346.0,12214.0,18.31
Maize,10984,346.0,12214.0,18.65
Potatoes,178706,346.0,12214.0,18.31
Potatoes,178706,346.0,12214.0,18.65
"Rice, paddy",37256,346.0,12214.0,18.31
"Rice, paddy",37256,346.0,12214.0,18.65
Sorghum,5338,346.0,12214.0,18.31
Sorghum,5338,346.0,12214.0,18.65
Soybeans,10000,346.0,12214.0,18.31
Soybeans,10000,346.0,12214.0,18.65
Sweet potatoes,181882,346.0,12214.0,18.31
Sweet potatoes,181882,346.0,12214.0,18.65
Wheat,9292,346.0,12214.0,18.31
Wheat,9292,346.0,12214.0,18.65
Maize,6468,346.0,12621.14,18.21
Maize,6468,346.0,12621.14,18.24
Potatoes,190427,346.0,12621.14,18.21
Potatoes,190427,346.0,12621.14,18.24
"Rice, paddy",54108,346.0,12621.14,18.21
"Rice, paddy",54108,346.0,12621.14,18.24
Sorghum,7019,346.0,12621.14,18.21
Sorghum,7019,346.0,12621.14,18.24
Soybeans,4000,346.0,12621.14,18.21
Soybeans,4000,346.0,12621.14,18.24
Sweet potatoes,184706,346.0,12621.14,18.21
Sweet potatoes,184706,346.0,12621.14,18.24
Wheat,14184,346.0,12621.14,18.21
Wheat,14184,346.0,12621.14,18.24
Maize,4120,346.0,13028.29,17.68
Maize,4120,346.0,13028.29,17.88
Potatoes,183361,346.0,13028.29,17.68
Potatoes,183361,346.0,13028.29,17.88
"Rice, paddy",45000,346.0,13028.29,17.68
"Rice, paddy",45000,346.0,13028.29,17.88
Sorghum,6264,346.0,13028.29,17.68
Sorghum,6264,346.0,13028.29,17.88
Soybeans,11200,346.0,13028.29,17.68
Soybeans,11200,346.0,13028.29,17.88
Sweet potatoes,133761,346.0,13028.29,17.68
Sweet potatoes,133761,346.0,13028.29,17.88
Wheat,8004,346.0,13028.29,17.68
Wheat,8004,346.0,13028.29,17.88
Maize,4000,346.0,13435.43,18.16
Maize,4000,346.0,13435.43,18.14
Potatoes,180193,346.0,13435.43,18.16
Potatoes,180193,346.0,13435.43,18.14
"Rice, paddy",45000,346.0,13435.43,18.16
"Rice, paddy",45000,346.0,13435.43,18.14
Sorghum,7205,346.0,13435.43,18.16
Sorghum,7205,346.0,13435.43,18.14
Soybeans,12000,346.0,13435.43,18.16
Soybeans,12000,346.0,13435.43,18.14
Sweet potatoes,166275,346.0,13435.43,18.16
Sweet potatoes,166275,346.0,13435.43,18.14
Wheat,4758,346.0,13435.43,18.16
Wheat,4758,346.0,13435.43,18.14
Maize,2107,346.0,13842.57,18.73
Maize,2107,346.0,13842.57,18.56
Potatoes,187740,346.0,13842.57,18.73
Potatoes,187740,346.0,13842.57,18.56
"Rice, paddy",52773,346.0,13842.57,18.73
"Rice, paddy",52773,346.0,13842.57,18.56
Sorghum,5845,346.0,13842.57,18.73
Sorghum,5845,346.0,13842.57,18.56
Soybeans,10000,346.0,13842.57,18.73
Soybeans,10000,346.0,13842.57,18.56
Sweet potatoes,123061,346.0,13842.57,18.73
Sweet potatoes,123061,346.0,13842.57,18.56
Wheat,12280,346.0,13842.57,18.73
Wheat,12280,346.0,13842.57,18.56
Maize,7494,346.0,14249.71,18.25
Maize,7494,346.0,14249.71,18.19
Potatoes,231985,346.0,14249.71,18.25
Potatoes,231985,346.0,14249.71,18.19
"Rice, paddy",41453,346.0,14249.71,18.25
"Rice, paddy",41453,346.0,14249.71,18.19
Sorghum,4982,346.0,14249.71,18.25
Sorghum,4982,346.0,14249.71,18.19
Soybeans,10000,346.0,14249.71,18.25
Soybeans,10000,346.0,14249.71,18.19
Sweet potatoes,136703,346.0,14249.71,18.25
Sweet potatoes,136703,346.0,14249.71,18.19
Wheat,12793,346.0,14249.71,18.25
Wheat,12793,346.0,14249.71,18.19
Maize,9152,346.0,15064.0,18.07
Maize,9152,346.0,15064.0,18.21
Potatoes,241650,346.0,15064.0,18.07
Potatoes,241650,346.0,15064.0,18.21
"Rice, paddy",67045,346.0,15064.0,18.07
"Rice, paddy",67045,346.0,15064.0,18.21
Sorghum,8233,346.0,15064.0,18.07
Sorghum,8233,346.0,15064.0,18.21
Soybeans,10000,346.0,15064.0,18.07
Soybeans,10000,346.0,15064.0,18.21
Sweet potatoes,157333,346.0,15064.0,18.07
Sweet potatoes,157333,346.0,15064.0,18.21
Wheat,18082,346.0,15064.0,18.07
Wheat,18082,346.0,15064.0,18.21
Maize,2036,346.0,13966.0,18.18
Maize,2036,346.0,13966.0,18.15
Potatoes,238090,346.0,13966.0,18.18
Potatoes,238090,346.0,13966.0,18.15
"Rice, paddy",68000,346.0,13966.0,18.18
"Rice, paddy",68000,346.0,13966.0,18.15
Sorghum,5451,346.0,13966.0,18.18
Sorghum,5451,346.0,13966.0,18.15
Soybeans,10000,346.0,13966.0,18.18
Soybeans,10000,346.0,13966.0,18.15
Sweet potatoes,129483,346.0,13966.0,18.18
Sweet potatoes,129483,346.0,13966.0,18.15
Wheat,10261,346.0,13966.0,18.18
Wheat,10261,346.0,13966.0,18.15
Maize,12198,346.0,13697.0,18.38
Maize,12198,346.0,13697.0,18.51
Potatoes,263272,346.0,13697.0,18.38
Potatoes,263272,346.0,13697.0,18.51
"Rice, paddy",68000,346.0,13697.0,18.38
"Rice, paddy",68000,346.0,13697.0,18.51
Sorghum,7841,346.0,13697.0,18.38
Sorghum,7841,346.0,13697.0,18.51
Soybeans,10000,346.0,13697.0,18.38
Soybeans,10000,346.0,13697.0,18.51
Sweet potatoes,179115,346.0,13697.0,18.38
Sweet potatoes,179115,346.0,13697.0,18.51
Wheat,20365,346.0,13697.0,18.38
Wheat,20365,346.0,13697.0,18.51
Maize,4155,346.0,13697.0,17.93
Maize,4155,346.0,13697.0,17.99
Potatoes,247975,346.0,13697.0,17.93
Potatoes,247975,346.0,13697.0,17.99
"Rice, paddy",73667,346.0,13697.0,17.93
"Rice, paddy",73667,346.0,13697.0,17.99
Sorghum,6234,346.0,13697.0,17.93
Sorghum,6234,346.0,13697.0,17.99
Soybeans,10000,346.0,13697.0,17.93
Soybeans,10000,346.0,13697.0,17.99
Sweet potatoes,178351,346.0,13697.0,17.93
Sweet potatoes,178351,346.0,13697.0,17.99
Wheat,6154,346.0,13697.0,17.93
Wheat,6154,346.0,13697.0,17.99
Maize,5515,346.0,13697.0,17.8
Maize,5515,346.0,13697.0,17.96
Potatoes,244675,346.0,13697.0,17.8
Potatoes,244675,346.0,13697.0,17.96
"Rice, paddy",69563,346.0,13697.0,17.8
"Rice, paddy",69563,346.0,13697.0,17.96
Sorghum,8683,346.0,13697.0,17.8
Sorghum,8683,346.0,13697.0,17.96
Soybeans,10000,346.0,13697.0,17.8
Soybeans,10000,346.0,13697.0,17.96
Sweet potatoes,174320,346.0,13697.0,17.8
Sweet potatoes,174320,346.0,13697.0,17.96
Wheat,13189,346.0,13697.0,17.8
Wheat,13189,346.0,13697.0,17.96
Maize,9151,346.0,13697.0,18.56
Maize,9151,346.0,13697.0,18.73
Potatoes,195328,346.0,13697.0,18.56
Potatoes,195328,346.0,13697.0,18.73
"Rice, paddy",64154,346.0,13697.0,18.56
"Rice, paddy",64154,346.0,13697.0,18.73
Sorghum,8878,346.0,13697.0,18.56
Sorghum,8878,346.0,13697.0,18.73
Soybeans,10000,346.0,13697.0,18.56
Soybeans,10000,346.0,13697.0,18.73
Sweet potatoes,170964,346.0,13697.0,18.56
Sweet potatoes,170964,346.0,13697.0,18.73
Wheat,21398,346.0,13697.0,18.56
Wheat,21398,346.0,13697.0,18.73
Maize,12132,346.0,13697.0,18.83
Maize,12132,346.0,13697.0,18.87
Potatoes,283502,346.0,13697.0,18.83
Potatoes,283502,346.0,13697.0,18.87
"Rice, paddy",68270,346.0,13697.0,18.83
"Rice, paddy",68270,346.0,13697.0,18.87
Sorghum,6632,346.0,13697.0,18.83
Sorghum,6632,346.0,13697.0,18.87
Soybeans,10000,346.0,13697.0,18.83
Soybeans,10000,346.0,13697.0,18.87
Sweet potatoes,166600,346.0,13697.0,18.83
Sweet potatoes,166600,346.0,13697.0,18.87
Wheat,17095,346.0,13697.0,18.83
Wheat,17095,346.0,13697.0,18.87
Maize,11533,346.0,13697.0,18.53
Maize,11533,346.0,13697.0,18.59
Potatoes,297584,346.0,13697.0,18.53
Potatoes,297584,346.0,13697.0,18.59
"Rice, paddy",70236,346.0,13697.0,18.53
"Rice, paddy",70236,346.0,13697.0,18.59
Sorghum,8011,346.0,13697.0,18.53
Sorghum,8011,346.0,13697.0,18.59
Soybeans,10000,346.0,13697.0,18.53
Soybeans,10000,346.0,13697.0,18.59
Sweet potatoes,213115,346.0,13697.0,18.53
Sweet potatoes,213115,346.0,13697.0,18.59
Wheat,19488,346.0,13697.0,18.53
Wheat,19488,346.0,13697.0,18.59
Maize,7648,346.0,13697.0,18.24
Maize,7648,346.0,13697.0,18.2
Potatoes,279800,346.0,13697.0,18.24
Potatoes,279800,346.0,13697.0,18.2
"Rice, paddy",76015,346.0,13697.0,18.24
"Rice, paddy",76015,346.0,13697.0,18.2
Sorghum,9475,346.0,13697.0,18.24
Sorghum,9475,346.0,13697.0,18.2
Soybeans,10000,346.0,13697.0,18.24
Soybeans,10000,346.0,13697.0,18.2
Sweet potatoes,270783,346.0,13697.0,18.24
Sweet potatoes,270783,346.0,13697.0,18.2
Wheat,12342,346.0,13697.0,18.24
Wheat,12342,346.0,13697.0,18.2
Maize,6632,346.0,13697.0,18.79
Maize,6632,346.0,13697.0,18.62
Potatoes,363561,346.0,13697.0,18.79
Potatoes,363561,346.0,13697.0,18.62
"Rice, paddy",75433,346.0,13697.0,18.79
"Rice, paddy",75433,346.0,13697.0,18.62
Sorghum,10637,346.0,13697.0,18.79
Sorghum,10637,346.0,13697.0,18.62
Soybeans,10000,346.0,13697.0,18.79
Soybeans,10000,346.0,13697.0,18.62
Sweet potatoes,245134,346.0,13697.0,18.79
Sweet potatoes,245134,346.0,13697.0,18.62
Wheat,21640,346.0,13697.0,18.79
Wheat,21640,346.0,13697.0,18.62
Cassava,48612,1032.0,102.26,21.51
Maize,4480,1032.0,102.26,21.51
Potatoes,120710,1032.0,102.26,21.51
"Rice, paddy",8747,1032.0,102.26,21.51
Sorghum,4329,1032.0,102.26,21.51
Sweet potatoes,58544,1032.0,102.26,21.51
Wheat,18001,1032.0,102.26,21.51
Cassava,37965,1032.0,102.26,21.77
Maize,3241,1032.0,102.26,21.77
Potatoes,124670,1032.0,102.26,21.77
"Rice, paddy",5290,1032.0,102.26,21.77
Sorghum,3356,1032.0,102.26,21.77
Sweet potatoes,65029,1032.0,102.26,21.77
Wheat,15000,1032.0,102.26,21.77
Cassava,33284,1032.0,102.26,22.6
Maize,1587,1032.0,102.26,22.6
Potatoes,125440,1032.0,102.26,22.6
"Rice, paddy",2988,1032.0,102.26,22.6
Sorghum,1689,1032.0,102.26,22.6
Sweet potatoes,63415,1032.0,102.26,22.6
Wheat,11111,1032.0,102.26,22.6
Cassava,41681,1032.0,102.26,22.04
Maize,6332,1032.0,102.26,22.04
Potatoes,126210,1032.0,102.26,22.04
"Rice, paddy",6225,1032.0,102.26,22.04
Sorghum,4130,1032.0,102.26,22.04
Sweet potatoes,64706,1032.0,102.26,22.04
Wheat,11541,1032.0,102.26,22.04
Cassava,36899,1032.0,102.26,21.35
Maize,5207,1032.0,102.26,21.35
Potatoes,126980,1032.0,102.26,21.35
"Rice, paddy",8345,1032.0,102.26,21.35
Sorghum,4423,1032.0,102.26,21.35
Sweet potatoes,68966,1032.0,102.26,21.35
Wheat,11379,1032.0,102.26,21.35
Cassava,42395,1032.0,72.19,21.89
Maize,6794,1032.0,72.19,21.89
Potatoes,127749,1032.0,72.19,21.89
"Rice, paddy",8717,1032.0,72.19,21.89
Sorghum,5648,1032.0,72.19,21.89
Sweet potatoes,64706,1032.0,72.19,21.89
Wheat,11314,1032.0,72.19,21.89
Cassava,47674,1032.0,65.85,21.53
Maize,9395,1032.0,65.85,21.53
Potatoes,126820,1032.0,65.85,21.53
"Rice, paddy",9653,1032.0,65.85,21.53
Sorghum,5698,1032.0,65.85,21.53
Sweet potatoes,67442,1032.0,65.85,21.53
Wheat,11268,1032.0,65.85,21.53
Cassava,53820,1032.0,60.63,21.54
Maize,9033,1032.0,60.63,21.54
Potatoes,123891,1032.0,60.63,21.54
"Rice, paddy",10904,1032.0,60.63,21.54
Sorghum,5802,1032.0,60.63,21.54
Sweet potatoes,67816,1032.0,60.63,21.54
Wheat,11241,1032.0,60.63,21.54
Cassava,55557,1032.0,51.98,22.22
Maize,9006,1032.0,51.98,22.22
Potatoes,122951,1032.0,51.98,22.22
"Rice, paddy",10552,1032.0,51.98,22.22
Sorghum,6625,1032.0,51.98,22.22
Sweet potatoes,68182,1032.0,51.98,22.22
Wheat,11255,1032.0,51.98,22.22
Cassava,57964,1032.0,43.34,22.19
Maize,11596,1032.0,43.34,22.19
Potatoes,125402,1032.0,43.34,22.19
"Rice, paddy",10000,1032.0,43.34,22.19
Sorghum,5869,1032.0,43.34,22.19
Sweet potatoes,72727,1032.0,43.34,22.19
Wheat,11297,1032.0,43.34,22.19
Cassava,57911,1032.0,34.69,21.51
Maize,9399,1032.0,34.69,21.51
Potatoes,126562,1032.0,34.69,21.51
"Rice, paddy",9816,1032.0,34.69,21.51
Sorghum,5798,1032.0,34.69,21.51
Sweet potatoes,71667,1032.0,34.69,21.51
Wheat,10000,1032.0,34.69,21.51
Cassava,71627,1032.0,26.05,21.94
Maize,9580,1032.0,26.05,21.94
Potatoes,127711,1032.0,26.05,21.94
"Rice, paddy",9582,1032.0,26.05,21.94
Sorghum,5738,1032.0,26.05,21.94
Sweet potatoes,69231,1032.0,26.05,21.94
Wheat,10000,1032.0,26.05,21.94
Cassava,48556,1032.0,17.4,21.96
Maize,7065,1032.0,17.4,21.96
Potatoes,128843,1032.0,17.4,21.96
"Rice, paddy",2789,1032.0,17.4,21.96
Sorghum,3954,1032.0,17.4,21.96
Sweet potatoes,47289,1032.0,17.4,21.96
Wheat,10385,1032.0,17.4,21.96
Cassava,60017,1032.0,572.99,21.89
Maize,8085,1032.0,572.99,21.89
Potatoes,129868,1032.0,572.99,21.89
"Rice, paddy",9604,1032.0,572.99,21.89
Sorghum,5663,1032.0,572.99,21.89
Sweet potatoes,72000,1032.0,572.99,21.89
Wheat,10870,1032.0,572.99,21.89
Cassava,43155,1032.0,770.88,22.27
Maize,4950,1032.0,770.88,22.27
Potatoes,131341,1032.0,770.88,22.27
"Rice, paddy",2034,1032.0,770.88,22.27
Sorghum,2980,1032.0,770.88,22.27
Sweet potatoes,71869,1032.0,770.88,22.27
Wheat,11071,1032.0,770.88,22.27
Cassava,63907,1032.0,891.54,21.68
Maize,8387,1032.0,891.54,21.68
Potatoes,132353,1032.0,891.54,21.68
"Rice, paddy",2729,1032.0,891.54,21.68
Sorghum,4961,1032.0,891.54,21.68
Sweet potatoes,84629,1032.0,891.54,21.68
Wheat,12353,1032.0,891.54,21.68
Cassava,49902,1032.0,547.31,21.91
Maize,6813,1032.0,547.31,21.91
Potatoes,133333,1032.0,547.31,21.91
"Rice, paddy",2845,1032.0,547.31,21.91
Sorghum,4314,1032.0,547.31,21.91
Sweet potatoes,98901,1032.0,547.31,21.91
Wheat,11765,1032.0,547.31,21.91
Cassava,40254,1032.0,890.47,21.76
Maize,6177,1032.0,890.47,21.76
Potatoes,140000,1032.0,890.47,21.76
"Rice, paddy",2836,1032.0,890.47,21.76
Sorghum,3291,1032.0,890.47,21.76
Sweet potatoes,86946,1032.0,890.47,21.76
Wheat,12500,1032.0,890.47,21.76
Cassava,45215,1032.0,914.92,21.7
Maize,10000,1032.0,914.92,21.7
Potatoes,145000,1032.0,914.92,21.7
"Rice, paddy",9835,1032.0,914.92,21.7
Sorghum,6224,1032.0,914.92,21.7
Sweet potatoes,104287,1032.0,914.92,21.7
Wheat,12500,1032.0,914.92,21.7
Cassava,77638,1032.0,1187.1,22.1
Maize,12024,1032.0,1187.1,22.1
Potatoes,142467,1032.0,1187.1,22.1
"Rice, paddy",11365,1032.0,1187.1,22.1
Sorghum,6089,1032.0,1187.1,22.1
Sweet potatoes,111841,1032.0,1187.1,22.1
Wheat,13367,1032.0,1187.1,22.1
Cassava,78029,1032.0,766.93,21.69
Maize,12020,1032.0,766.93,21.69
Potatoes,142473,1032.0,766.93,21.69
"Rice, paddy",11366,1032.0,766.93,21.69
Sorghum,6412,1032.0,766.93,21.69
Sweet potatoes,118660,1032.0,766.93,21.69
Wheat,17042,1032.0,766.93,21.69
Cassava,107501,1032.0,766.93,21.92
Maize,14980,1032.0,766.93,21.92
Potatoes,143961,1032.0,766.93,21.92
"Rice, paddy",5589,1032.0,766.93,21.92
Sorghum,4532,1032.0,766.93,21.92
Sweet potatoes,164573,1032.0,766.93,21.92
Wheat,9958,1032.0,766.93,21.92
Cassava,46115,1032.0,766.93,21.37
Maize,6814,1032.0,766.93,21.37
Potatoes,135526,1032.0,766.93,21.37
"Rice, paddy",2824,1032.0,766.93,21.37
Sorghum,3572,1032.0,766.93,21.37
Sweet potatoes,209796,1032.0,766.93,21.37
Wheat,10951,1032.0,766.93,21.37
Maize,14871,285.0,42.0,20.4
Sorghum,2052,285.0,42.0,20.4
Wheat,44250,285.0,42.0,20.4
Maize,11950,285.0,39.0,19.92
Sorghum,3441,285.0,39.0,19.92
Wheat,59000,285.0,39.0,19.92
Maize,5953,285.0,48.0,20.36
Sorghum,973,285.0,48.0,20.36
Wheat,51933,285.0,48.0,20.36
Maize,7764,285.0,56.0,20.43
Sorghum,2333,285.0,56.0,20.43
Wheat,43846,285.0,56.0,20.43
Maize,11549,285.0,56.0,20.14
Sorghum,2062,285.0,56.0,20.14
Wheat,52500,285.0,56.0,20.14
Maize,8768,285.0,56.0,20.76
Sorghum,2933,285.0,56.0,20.76
Wheat,55172,285.0,56.0,20.76
Maize,6835,285.0,56.0,19.79
Sorghum,2174,285.0,56.0,19.79
Wheat,43846,285.0,56.0,19.79
Maize,15727,285.0,56.0,19.97
Sorghum,3740,285.0,56.0,19.97
Wheat,46361,285.0,56.0,19.97
Maize,6608,285.0,56.0,20.83
Sorghum,1242,285.0,56.0,20.83
Wheat,49336,285.0,56.0,20.83
Maize,5276,285.0,56.0,20.62
Sorghum,2074,285.0,56.0,20.62
Wheat,36440,285.0,56.0,20.62
Maize,7170,285.0,56.0,20.26
Potatoes,125000,285.0,56.0,20.26
Sorghum,4091,285.0,56.0,20.26
Wheat,50847,285.0,56.0,20.26
Maize,13254,285.0,56.0,20.37
Potatoes,129032,285.0,56.0,20.37
Sorghum,3821,285.0,56.0,20.37
Wheat,60464,285.0,56.0,20.37
Maize,13238,285.0,56.0,20.76
Potatoes,130435,285.0,56.0,20.76
Sorghum,1891,285.0,56.0,20.76
Wheat,63724,285.0,56.0,20.76
Maize,11301,285.0,56.0,21.01
Potatoes,110579,285.0,56.0,21.01
Sorghum,3249,285.0,56.0,21.01
Wheat,41622,285.0,56.0,21.01
Maize,22606,285.0,56.0,20.46
Potatoes,113065,285.0,56.0,20.46
Sorghum,2400,285.0,56.0,20.46
Wheat,45255,285.0,56.0,20.46
Maize,21053,285.0,56.0,19.42
Potatoes,69796,285.0,56.0,19.42
Sorghum,2911,285.0,56.0,19.42
Wheat,59308,285.0,56.0,19.42
Maize,20296,285.0,56.0,20.49
Potatoes,127855,285.0,56.0,20.49
Sorghum,2399,285.0,56.0,20.49
Wheat,51342,285.0,56.0,20.49
Maize,20980,285.0,56.0,20.18
Potatoes,131969,285.0,56.0,20.18
Sorghum,4018,285.0,56.0,20.18
Wheat,61420,285.0,56.0,20.18
Maize,21130,285.0,56.0,20.02
Potatoes,130495,285.0,56.0,20.02
Sorghum,2382,285.0,56.0,20.02
Wheat,67214,285.0,56.0,20.02
Maize,19882,285.0,56.0,20.62
Potatoes,121175,285.0,56.0,20.62
Sorghum,2901,285.0,56.0,20.62
Wheat,61022,285.0,56.0,20.62
Maize,19297,285.0,56.0,19.26
Potatoes,119667,285.0,56.0,19.26
Sorghum,2931,285.0,56.0,19.26
Wheat,61267,285.0,56.0,19.26
Maize,18999,285.0,56.0,20.11
Potatoes,120805,285.0,56.0,20.11
Sorghum,2862,285.0,56.0,20.11
Wheat,61692,285.0,56.0,20.11
Maize,18683,285.0,56.0,20.73
Potatoes,120727,285.0,56.0,20.73
Sorghum,2860,285.0,56.0,20.73
Wheat,62084,285.0,56.0,20.73
Maize,16246,1500.0,60.11,15.11
Potatoes,80601,1500.0,60.11,15.11
"Rice, paddy",24067,1500.0,60.11,15.11
Soybeans,6215,1500.0,60.11,15.11
Wheat,14149,1500.0,60.11,15.11
Maize,15976,1500.0,60.11,14.94
Potatoes,87569,1500.0,60.11,14.94
"Rice, paddy",22826,1500.0,60.11,14.94
Soybeans,5964,1500.0,60.11,14.94
Wheat,14103,1500.0,60.11,14.94
Maize,16647,1500.0,60.11,14.95
Potatoes,85916,1500.0,60.11,14.95
"Rice, paddy",20481,1500.0,60.11,14.95
Soybeans,5805,1500.0,60.11,14.95
Wheat,13338,1500.0,60.11,14.95
Maize,15984,1500.0,60.11,15.16
Potatoes,84268,1500.0,60.11,15.16
"Rice, paddy",24100,1500.0,60.11,15.16
Soybeans,5811,1500.0,60.11,15.16
Wheat,12460,1500.0,60.11,15.16
Maize,16502,1500.0,60.11,15.3
Potatoes,87539,1500.0,60.11,15.3
"Rice, paddy",21237,1500.0,60.11,15.3
Soybeans,5855,1500.0,60.11,15.3
Wheat,14704,1500.0,60.11,15.3
Maize,16447,1500.0,60.11,15.3
Potatoes,85926,1500.0,60.11,15.3
"Rice, paddy",23910,1500.0,60.11,15.3
Soybeans,6540,1500.0,60.11,15.3
Wheat,14416,1500.0,60.11,15.3
Maize,16770,1500.0,70.43,15.37
Potatoes,84750,1500.0,70.43,15.37
"Rice, paddy",24554,1500.0,70.43,15.37
Soybeans,6601,1500.0,70.43,15.37
Wheat,15500,1500.0,70.43,15.37
Maize,16585,1500.0,80.75,14.5
Potatoes,89820,1500.0,80.75,14.5
"Rice, paddy",24170,1500.0,80.75,14.5
Soybeans,6873,1500.0,80.75,14.5
Wheat,16072,1500.0,80.75,14.5
Maize,17112,1500.0,91.07,15.49
Potatoes,84664,1500.0,91.07,15.49
"Rice, paddy",24434,1500.0,91.07,15.49
Soybeans,7311,1500.0,91.07,15.49
Wheat,15463,1500.0,91.07,15.49
Maize,16776,1500.0,101.39,15.78
Potatoes,92599,1500.0,101.39,15.78
"Rice, paddy",24722,1500.0,101.39,15.78
Soybeans,7732,1500.0,101.39,15.78
Wheat,16955,1500.0,101.39,15.78
Maize,17275,1500.0,111.72,15.13
Potatoes,96436,1500.0,111.72,15.13
"Rice, paddy",27028,1500.0,111.72,15.13
Soybeans,8492,1500.0,111.72,15.13
Wheat,17931,1500.0,111.72,15.13
Maize,18000,1500.0,122.04,15.41
Potatoes,101824,1500.0,122.04,15.41
"Rice, paddy",27454,1500.0,122.04,15.41
Soybeans,8430,1500.0,122.04,15.41
